Genes,ProtDesc,X5_vs_X5H,Diff_Abund,negLog10_sca_adjPval,sca.t,sca.P.Value,AveExpr,count,sca.adj.pval,P.Value,adj.P.Val,logFC
UGT2A3,UDP-glucuronosyltransferase 2A3,-0.26,Non-significant,2.263,-4.51479560460241,9.6505251336236e-4,20.43,10,0.00545388321066393,0.00197814098334294,0.0099108045710755,-0.26
WASHC5,WASH complex subunit 5,0.46,Up in X5H,2.262,4.51297763174094,9.6787215715892e-4,17.01,11,0.00546459881098223,0.00184935496768167,0.0094577643420678,0.46
MFAP1,Microfibrillar-associated protein 1,-0.49,Up in X5,2.262,-4.51207458632904,9.6927598923285e-4,17.29,5,0.00546730793926673,0.00110436420579872,0.0068352751105764,-0.49
EIF3I,Eukaryotic translation initiation factor 3 subunit I,0.27,Non-significant,2.261,4.50976051338919,9.728831371014e-4,19.76,14,0.00548242811640859,0.00257188594526804,0.0118059341645857,0.27
PSMD10,26S proteasome non-ATPase regulatory subunit 10,0.62,Up in X5H,2.26,4.50762222013579,9.762288519436e-4,16.56,4,0.00549604768501455,0.00108033379576021,0.00675008983053129,0.62
LEMD2,LEM domain-containing protein 2,-0.32,Non-significant,2.254,-4.49810512307731,9.912675957994e-4,18.76,11,0.00557540909158279,0.00205390070270335,0.0101528241085177,-0.32
DDX54,ATP-dependent RNA helicase DDX54,-0.25,Non-significant,2.251,-4.4939263935729,9.9794764679418e-4,19.02,23,0.00560765073701919,0.00340190666446206,0.0142658268842112,-0.25
NCKAP1,Nck-associated protein 1,0.35,Non-significant,2.251,4.49266285171453,9.9997684593183e-4,18.2,14,0.00561372200889816,0.00224780767581962,0.0107520436684112,0.35
NOP2,Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase,-0.2,Non-significant,2.25,-4.49055087994376,0.00100337829678076,20.07,23,0.0056224548706331,0.00473971912556266,0.0180051038818987,-0.2
SRXN1,Sulfiredoxin-1,-0.28,Non-significant,2.25,-4.49051705132983,0.00100343287872039,18.84,11,0.0056224548706331,0.0021696867080738,0.0105837067202578,-0.28
HTT,Huntingtin,0.31,Non-significant,2.249,4.48844767612597,0.00100677773560352,17.94,22,0.00563198704876087,0.00270867161734203,0.0122428375972345,0.31
ODR4,Protein odr-4 homolog,-0.42,Up in X5,2.249,-4.48828712260329,0.00100703773831148,17.67,6,0.00563198704876087,0.0012625224471501,0.00747153241015191,-0.42
SOS1,Son of sevenless homolog 1,0.43,Up in X5H,2.247,4.48463709235178,0.00101296776357555,17.23,5,0.00565980194247078,0.00100254892622433,0.00637858279190253,0.43
HOOK1,Protein Hook homolog 1,0.42,Up in X5H,2.244,4.48001817755758,0.00102052463397782,16.47,5,0.00569664552759129,9.817877569659e-4,0.0063143893021383,0.42
EIF2B1,Translation initiation factor eIF-2B subunit alpha,0.3,Non-significant,2.243,4.47714328167514,0.00102525811440376,17.79,12,0.00571767414036482,0.00228515810485733,0.0108604662702336,0.3
PPP1R21,Protein phosphatase 1 regulatory subunit 21,0.63,Up in X5H,2.242,4.47574174761014,0.00102757409810738,15.35,6,0.00572519391572636,0.00156555572707472,0.00845373801370946,0.63
ADSS1,Adenylosuccinate synthetase isozyme 1,0.83,Up in X5H,2.242,4.47466850881654,0.00102935130904196,17.26,9,0.00572970056030222,0.00181145321714458,0.00932843227662705,0.83
MBTPS1,Membrane-bound transcription factor site-1 protease,0.95,Up in X5H,2.241,4.47293336640491,0.0010322314353381,15.88,1,0.00574033214557853,6.2994464338907e-4,0.00476647372753603,0.95
ZPR1,Zinc finger protein ZPR1,0.5,Up in X5H,2.239,4.46898237528413,0.00103882129804468,16.74,7,0.00577155457326793,0.00162584826890853,0.00864813369235194,0.5
IMPA1,Inositol monophosphatase 1,0.25,Non-significant,2.238,4.46585022817428,0.00104407687285537,18.84,10,0.00578445960363783,0.00213681048908827,0.0104664798542511,0.25
NIBAN2,Protein Niban 2,0.65,Up in X5H,2.238,4.46594496427078,0.0010439175010029,17.34,10,0.00578445960363783,0.0018747060824076,0.00956412272654727,0.65
POGLUT1,Protein O-glucosyltransferase 1,-0.36,Non-significant,2.238,-4.46677088386523,0.00104252916407231,18.23,7,0.00578445960363783,0.00145938435621287,0.00808314565153517,-0.36
SETD3,Actin-histidine N-methyltransferase,0.49,Up in X5H,2.236,4.46284483972654,0.00104914606842046,16.88,11,0.0058016797073307,0.00196857337228601,0.00987960020679928,0.49
VARS2,"Valine--tRNA ligase, mitochondrial",-0.26,Non-significant,2.236,-4.46307786393566,0.00104875210111241,19.4,25,0.0058016797073307,0.00342692470072358,0.0143301155153226,-0.26
XRCC6,X-ray repair cross-complementing protein 6,0.16,Non-significant,2.236,4.4613360723008,0.00105170067012103,22.17,40,0.00581037615789554,0.00811732390734061,0.0264451979991977,0.16
NUBPL,Iron-sulfur protein NUBPL,-0.34,Non-significant,2.236,-4.46033596383307,0.00105339763248828,18.03,7,0.00581432256663543,0.00142982284099219,0.00799646668256218,-0.34
CCT8,T-complex protein 1 subunit theta,0.16,Non-significant,2.234,4.45762128899669,0.00105801837696817,22.38,31,0.00583202343398764,0.0082931861007737,0.0268880998127551,0.16
MRPL58,"Peptidyl-tRNA hydrolase ICT1, mitochondrial",-0.35,Non-significant,2.234,-4.45729463236209,0.00105857582695669,20.01,6,0.00583202343398764,0.00114911418055268,0.00703134292278202,-0.35
MCUR1,Mitochondrial calcium uniporter regulator 1,-0.64,Up in X5,2.234,-4.4559098830796,0.00106094238059858,17.03,3,0.00583253099366537,8.4410843403539e-4,0.00578244919707915,-0.64
MYO1A,Unconventional myosin-Ic;Unconventional myosin-Ib;Unconventional myosin-Ib;Unconventional myosin-Ia,-0.4,Up in X5,2.234,-4.4555109892002696,0.00106162512762846,18.41,3,0.00583253099366537,1.1366652503955e-4,0.00192711985289118,-0.4
PHYHIPL,Phytanoyl-CoA hydroxylase-interacting protein-like,0.53,Up in X5H,2.234,4.45625426789872,0.00106035330299233,16.31,5,0.00583253099366537,0.00129897759720212,0.00759491150458984,0.53
RBM12B,RNA-binding protein 12B,-0.36,Non-significant,2.232,-4.45146847318053,0.00106857044460335,17.2,7,0.00585667102845991,0.00149525759749961,0.00821489248319888,-0.36
TRIOBP,TRIO and F-actin-binding protein,0.51,Up in X5H,2.232,4.45170165093578,0.00106816853277932,16.87,4,0.00585667102845991,9.3333361113893e-4,0.00612933959723538,0.51
WNK1,Serine/threonine-protein kinase WNK1,0.56,Up in X5H,2.232,4.45122605117691,0.00106898845880289,16.93,13,0.00585667102845991,0.00203282947371021,0.0100654828417936,0.56
MOGS,Mannosyl-oligosaccharide glucosidase,-0.19,Non-significant,2.23,-4.44724582892387,0.00107587631386551,22.47,42,0.00588895480956725,0.00571706534262466,0.020651938725464,-0.19
NIFK,MKI67 FHA domain-interacting nucleolar phosphoprotein,-0.28,Non-significant,2.23,-4.44599632629448,0.00107804822225133,18.61,12,0.00588994582738792,0.00247230724536368,0.0114824357520113,-0.28
WDR4,tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4,0.92,Up in X5H,2.23,4.44613146436948,0.00107781310043336,15.1,1,0.00588994582738792,6.2503851421895e-4,0.00474756468374012,0.92
RABGAP1,Rab GTPase-activating protein 1,0.41,Up in X5H,2.229,4.44368249079746,0.00108208236411527,17.07,16,0.00590653260928972,0.00231105987108586,0.010939633005772,0.41
BMS1,Ribosome biogenesis protein BMS1 homolog,-0.26,Non-significant,2.228,-4.441725501345,0.00108550674742855,19.78,20,0.00591976352491681,0.00329221079909274,0.013984214858745,-0.26
CYFIP1,Cytoplasmic FMR1-interacting protein 1;Cytoplasmic FMR1-interacting protein 1;Cytoplasmic FMR1-interacting protein 2,0.32,Non-significant,2.228,4.44032361513498,0.00108796680699222,18.26,7,0.00592226273870557,0.00144806163602688,0.00805644506766978,0.32
GMPPB,Mannose-1-phosphate guanyltransferase beta,0.52,Up in X5H,2.228,4.44057687679754,0.00108752194432296,17.66,5,0.00592226273870557,0.00131354175645138,0.00760517397948848,0.52
FAM107B,Protein FAM107B,1.81,Up in X5H,2.224,4.43493887275878,0.00109747073727414,14.65,2,0.00596850583864992,0.00165626039338438,0.00878144511438653,1.81
ICAM1,Intercellular adhesion molecule 1,0.19,Non-significant,2.223,4.4315878528221,0.00110342925640578,21.4,21,0.00598989991757159,0.00513566954308983,0.0191238242205554,0.19
WDR70,WD repeat-containing protein 70,0.36,Non-significant,2.223,4.43166998992836,0.00110328280054427,17.74,6,0.00598989991757159,0.00122666725566502,0.00734330101694376,0.36
PSMD12,26S proteasome non-ATPase regulatory subunit 12,0.23,Non-significant,2.22,4.42729355706647,0.00111111482486581,20.03,13,0.00602609204283316,0.00307627456656941,0.0133742223441523,0.23
VPS29,Vacuolar protein sorting-associated protein 29,0.4,Up in X5H,2.218,4.42365735381109,0.00111766661959061,18.78,7,0.00605607453124323,0.00164427172834249,0.00872570028394842,0.4
APOA1,Apolipoprotein A-I,0.4,Up in X5H,2.216,4.41998569468097,0.00112432354439637,21.46,20,0.00608100768939061,0.0025026533510874,0.0115598750026418,0.4
CA9,Carbonic anhydrase 9,0.81,Up in X5H,2.216,4.42016364533211,0.00112399995016061,18.08,5,0.00608100768939061,0.00169447746193208,0.00891219834866857,0.81
WASH6P,WAS protein family homolog 6,0.42,Up in X5H,2.214,4.41702781883901,0.00112971666538562,17.39,5,0.00610459681195136,0.00110312006149568,0.00683472398310988,0.42
CHKA,Choline kinase alpha,0.41,Up in X5H,2.21,4.41060680123281,0.001141518015032,16.94,7,0.00616273913772296,0.0016909611391606,0.00891219834866857,0.41
CIB1,Calcium and integrin-binding protein 1,-0.43,Up in X5,2.209,-4.40878003389214,0.00114489911281047,16.77,7,0.00617535829580633,0.00171606787785182,0.00900174967486634,-0.43
ST13,Hsc70-interacting protein,0.29,Non-significant,2.209,4.40750868223704,0.0011472584255184,21.04,8,0.00618244818196026,0.0017543389613631,0.00910556522916312,0.29
ACSL4,Long-chain-fatty-acid--CoA ligase 4;Long-chain-fatty-acid--CoA ligase 4;Long-chain-fatty-acid--CoA ligase 3,-0.46,Up in X5,2.208,-4.40599114423089,0.00115008129383589,21.11,3,0.00619202094233571,3.404761397283e-4,0.00339157797773132,-0.46
COPS8,COP9 signalosome complex subunit 8,0.33,Non-significant,2.206,4.40178111724923,0.0011579509331747,19.36,7,0.00622252609692372,0.00155556419725565,0.00842882175381104,0.33
TBC1D20,TBC1 domain family member 20,-0.42,Up in X5,2.206,-4.4012743066932,0.00115890210559573,18.35,7,0.00622252609692372,0.00172421656102799,0.00901253479823551,-0.42
THNSL1,Threonine synthase-like 1,-0.32,Non-significant,2.206,-4.40218088904035,0.0011572012281828,17.94,10,0.00622252609692372,0.00219804338037707,0.0106780153380058,-0.32
FBXL18,F-box/LRR-repeat protein 18,1.13,Up in X5H,2.206,4.39991286322653,0.00116146130648004,15.97,3,0.00622679672079543,0.00161544457677407,0.00860358736343132,1.13
WRNIP1,ATPase WRNIP1,0.33,Non-significant,2.206,4.39973175618223,0.00116180219363836,19.37,11,0.00622679672079543,0.00232842076122655,0.0110042057860843,0.33
MTERF4,"Transcription termination factor 4, mitochondrial",-0.4,Up in X5,2.206,-4.39893402242632,0.0011633049736725,16.95,6,0.0062292086237287,0.00142527851069739,0.00799371843393031,-0.4
ESYT1,Extended synaptotagmin-1,-0.2,Non-significant,2.205,-4.39632112249508,0.00116824151066599,20.05,41,0.00624434057688407,0.00574031611728006,0.0206980197842451,-0.2
FEN1,Flap endonuclease 1,0.32,Non-significant,2.205,4.39658757811151,0.00116773709063268,19.97,11,0.00624434057688407,0.00236809505802864,0.0111560656515569,0.32
SCARB2,Lysosome membrane protein 2,-0.2,Non-significant,2.204,-4.39524406439256,0.0011702827962925,21.02,11,0.00624960587153677,0.00290436783194715,0.0129114533896554,-0.2
CYP2S1,Cytochrome P450 2S1,-0.24,Non-significant,2.204,-4.39139215979973,0.00117761382566895,19.07,9,0.00625122617448593,0.00207183587167649,0.0102158773772582,-0.24
ECHDC2,"Enoyl-CoA hydratase domain-containing protein 2, mitochondrial",-0.77,Up in X5,2.204,-4.39119958153092,0.00117798160969272,17.33,3,0.00625122617448593,0.001227399815068,0.00734330101694376,-0.77
OXCT1,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",-1.04,Up in X5,2.204,-4.39153842316742,0.00117733457403102,15.06,3,0.00625122617448593,0.00156587744854243,0.00845373801370946,-1.04
PIP4K2C,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,0.34,Non-significant,2.204,4.39447329444746,0.0011717458934658,18.04,7,0.00625122617448593,0.00159003469386816,0.00853741858767508,0.34
PYCARD,Apoptosis-associated speck-like protein containing a CARD,0.64,Up in X5H,2.204,4.39247556498402,0.00117554699802282,16.61,6,0.00625122617448593,0.00179629946312759,0.00927461075333852,0.64
SLC25A5,ADP/ATP translocase 2;ADP/ATP translocase 2;ADP/ATP translocase 2;ADP/ATP translocase 1;ADP/ATP translocase 1;ADP/ATP translocase 3,-0.27,Non-significant,2.204,-4.39131075691134,0.00117776927334867,22.79,8,0.00625122617448593,0.0017645750498994,0.00914272379181677,-0.27
TUBGCP2,Gamma-tubulin complex component 2,0.27,Non-significant,2.204,4.3922518127373,0.00117597354072547,17.62,15,0.00625122617448593,0.00303220664550369,0.0132410086505132,0.27
CHCHD1,Coiled-coil-helix-coiled-coil-helix domain-containing protein 1,-0.5,Up in X5,2.203,-4.38929483723495,0.00118162578115958,17.91,4,0.00626494600996525,9.9551991295942e-4,0.00636091303296449,-0.5
ABHD11,Protein ABHD11,-0.42,Up in X5,2.203,-4.38821153046223,0.00118370365700423,18.18,5,0.00626940628174573,0.00115075504854281,0.00703410911387171,-0.42
CYP27A1,"Sterol 26-hydroxylase, mitochondrial",-0.24,Non-significant,2.203,-4.38775204708393,0.00118458614551153,21.71,21,0.00626940628174573,0.0039075456316324,0.0157373156335431,-0.24
WDR7,WD repeat-containing protein 7,1.01,Up in X5H,2.198,4.3797796728497,0.00120000856582627,14.67,2,0.00634535360499914,0.00128113838202873,0.00754278189697911,1.01
SMPDL3B,Acid sphingomyelinase-like phosphodiesterase 3b,0.66,Up in X5H,2.197,4.3790721186184,0.00120138747622874,16.59,2,0.00634697294361199,5.4455160212052e-4,0.00438979813317051,0.66
ERGIC1,Endoplasmic reticulum-Golgi intermediate compartment protein 1,-0.2,Non-significant,2.197,-4.3774695511044,0.00120451678595286,18.7,7,0.00635782856599738,9.4592654781328e-4,0.00617094529593296,-0.2
CCT4,T-complex protein 1 subunit delta,0.19,Non-significant,2.196,4.37657395152691,0.00120626934040018,21.18,25,0.00636140435574674,0.00559822762804903,0.0203719021372485,0.19
ACSL1,Long-chain-fatty-acid--CoA ligase 1;Long-chain-fatty-acid--CoA ligase 1;Long-chain-fatty-acid--CoA ligase 6;Long-chain-fatty-acid--CoA ligase 5,-0.47,Up in X5,2.195,-4.37360211884831,0.00121210399818349,21.87,2,0.00638080013990365,5.37432809814254e-5,0.00129217382617956,-0.47
MAK16,Protein MAK16 homolog,-0.24,Non-significant,2.195,-4.37377515341043,0.00121176346414247,17.93,10,0.00638080013990365,0.00243412232155752,0.0113570270156133,-0.24
DKK1,Dickkopf-related protein 1,1.27,Up in X5H,2.193,4.37035004775327,0.00121852285394363,16.08,5,0.00640888864603063,0.00199395977596675,0.00995633754801286,1.27
ATP5PF,"ATP synthase-coupling factor 6, mitochondrial",-0.41,Up in X5,2.193,-4.36884761011038,0.00122150038177401,21.26,5,0.00641884348042348,0.00117716226072726,0.00715854994524479,-0.41
PGM3,Phosphoacetylglucosamine mutase,0.32,Non-significant,2.19,4.36539053466375,0.00122838068029413,19.87,16,0.00644927106060368,0.00289420023642294,0.0128759269164771,0.32
SCFD2,Sec1 family domain-containing protein 2,-0.22,Non-significant,2.187,-4.36010970871313,0.00123896934182899,17.54,10,0.00649909715922176,0.00258402852087646,0.0118524781069969,-0.22
FNTA,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,0.56,Up in X5H,2.187,4.35894739962779,0.00124131275585081,17.92,9,0.00650562229970705,0.00215060882384361,0.0105079706116289,0.56
ASRGL1,Isoaspartyl peptidase/L-asparaginase,0.6,Up in X5H,2.185,4.35612541453216,0.00124702176077872,17.38,4,0.00652829991711879,0.00135376374231198,0.00776184114656975,0.6
FARSA,Phenylalanine--tRNA ligase alpha subunit,0.43,Up in X5H,2.185,4.3547440795319,0.00124982631466053,19.34,12,0.00652829991711879,0.00240770766755145,0.0112977052092799,0.43
MRPL9,"39S ribosomal protein L9, mitochondrial",-0.25,Non-significant,2.185,-4.35511892407906,0.00124906460527797,19.34,10,0.00652829991711879,0.00248076809430973,0.0114871609869521,-0.25
NDUFB10,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,-0.3,Non-significant,2.185,-4.35463255477734,0.00125005303466209,21.17,5,0.00652829991711879,6.0363789885413e-4,0.00463860447729857,-0.3
CENPV,Centromere protein V,-0.32,Non-significant,2.185,-4.35329979145448,0.00125276577099975,18.41,11,0.00653093838502689,0.00249509269869152,0.0115409318394767,-0.32
DHX38,Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16,0.3,Non-significant,2.185,4.35339280322723,0.00125257625215484,17.85,18,0.00653093838502689,0.00318279897904647,0.0136859396461196,0.3
FKBP4,Peptidyl-prolyl cis-trans isomerase FKBP4,0.37,Non-significant,2.184,4.35198965162743,0.00125543848752511,19.6,24,0.00653911050236452,0.00294733338467879,0.0130245807850922,0.37
MPC1,Mitochondrial pyruvate carrier 1,-0.67,Up in X5,2.183,-4.34910536556211,0.0012613436321745,18.1,1,0.0065640899486161,1.9249618762505e-4,0.00248148135550647,-0.67
SNW1,SNW domain-containing protein 1,-0.27,Non-significant,2.18,-4.34503988001902,0.00126971670137923,18.37,13,0.00660185740075649,0.00300080268839253,0.0131621567881531,-0.27
FLII,Protein flightless-1 homolog,0.3,Non-significant,2.18,4.34446305982991,0.00127090941249575,17.42,18,0.0066022572376974,0.00319496097649527,0.0136957630839842,0.3
HSD17B10,3-hydroxyacyl-CoA dehydrogenase type-2,-0.32,Non-significant,2.18,-4.34365288554932,0.00127258662562188,21.6,22,0.00660517110860059,0.00321330238873624,0.0137377964119598,-0.32
SLC3A2,4F2 cell-surface antigen heavy chain,-0.23,Non-significant,2.178,-4.33985494526187,0.00128048012849755,20.49,28,0.00664031631929886,0.00469686573108504,0.0178722537175757,-0.23
PPP1R9B,Neurabin-2;Neurabin-2;Neurabin-1,-0.94,Up in X5,2.174,-4.33422238469442,0.00129228145923909,15.27,1,0.00669564745561969,8.4728468038999e-4,0.00578244919707915,-0.94
METTL1,tRNA (guanine-N(7)-)-methyltransferase,0.95,Up in X5H,2.174,4.33264493456157,0.0012956069648494,16.04,4,0.00670114196766951,0.00187640840049898,0.00956412272654727,0.95
UQCC1,Ubiquinol-cytochrome-c reductase complex assembly factor 1,-0.41,Up in X5,2.174,-4.33300638865071,0.00129484417155614,18.53,3,0.00670114196766951,2.1194439822435e-4,0.00260722454115075,-0.41
CHUK,Inhibitor of nuclear factor kappa-B kinase subunit alpha,0.58,Up in X5H,2.171,4.32869576708876,0.0013039718867993,16.17,4,0.00673851672855149,0.00136951586838932,0.00782183918268299,0.58
SDF2,Stromal cell-derived factor 2,-0.29,Non-significant,2.168,-4.32371078687763,0.00131461186655083,18.14,5,0.00678757278741818,5.9043957263608e-4,0.0045788085862224,-0.29
PLXNB1,Plexin-B2;Plexin-B1,0.31,Non-significant,2.167,4.32070628175217,0.00132106870112074,17.26,9,0.00681496382260802,0.00228774397716668,0.0108640297856302,0.31
NDUFA6,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,-0.39,Up in X5,2.166,-4.31939620728654,0.00132389453494013,20,10,0.00682359230247452,0.00241215374084475,0.0113006442474888,-0.39
AARS2,"Alanine--tRNA ligase, mitochondrial",-0.17,Non-significant,2.165,-4.3174480912948,0.00132810836707276,19.19,25,0.00683935353174022,0.00706695112257133,0.0240174351569455,-0.17
WDR61,WD repeat-containing protein 61,0.26,Non-significant,2.163,4.31397629126418,0.00133565291868908,18.21,9,0.00687222462598546,0.00231768538337164,0.0109622257501279,0.26
C6,Complement component C6,3.03,Up in X5H,2.161,4.3084964128441,0.00134765290775953,16.74,2,0.00690395000451356,0.00220480473969538,0.010682185187898,3.03
CCDC51,Mitochondrial potassium channel,-0.34,Non-significant,2.161,-4.30964730112457,0.00134512330500813,18.4,8,0.00690395000451356,0.00211407228679452,0.0103895064127601,-0.34
CSAD,Cysteine sulfinic acid decarboxylase,1.78,Up in X5H,2.161,4.30946361131453,0.00134552671275949,14.8,1,0.00690395000451356,0.00182765085903305,0.00939721729659773,1.78
DPP3,Dipeptidyl peptidase 3,0.3,Non-significant,2.161,4.30888702749994,0.00134679379425408,19.98,34,0.00690395000451356,0.00376854038872528,0.0153253975808161,0.3
NOA1,Nitric oxide-associated protein 1,-0.47,Up in X5,2.161,-4.3087517259832,0.00134709130979749,16.71,16,0.00690395000451356,0.00267129609887615,0.0121305134436302,-0.47
