"Genes","ProtDesc","logFC","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val"
"POLD1","DNA polymerase delta catalytic subunit",-0.53,"Up in X3H",2.514,-4.67414130588775,0.000787839228946619,21.58,11,0.00305882199322647,0.00150747014789312,0.00536794233943793
"EEF2K","Eukaryotic elongation factor 2 kinase",-0.37,"Non-significant",2.512,-4.67039341297318,0.00079246627770882,17.87,9,0.00307476915751022,0.00142642793092601,0.00512457441851196
"PIP4P1","Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase",-0.53,"Up in X3H",2.512,-4.66972814682855,0.000793290596998028,17.15,4,0.00307595049963128,0.000774782631113182,0.00315078269986027
"AP1B1","AP-2 complex subunit beta;AP-1 complex subunit beta-1",-0.17,"Non-significant",2.511,-4.66778018160775,0.000795709505273469,20.43,20,0.00308330919626923,0.00373264267863127,0.0111152726368703
"AKR1A1","Aldo-keto reductase family 1 member A1",0.25,"Non-significant",2.511,4.66669729179914,0.000797057568738023,20.32,21,0.00308651154072178,0.00237522416395031,0.00772633390769322
"HERC3","Probable E3 ubiquitin-protein ligase HERC3",-1.53,"Up in X3H",2.509,-4.66417044479967,0.000800212582529526,14.64,1,0.00309411235521859,0.00102974783720606,0.00394625515074369
"MEMO1","Protein MEMO1",-0.5,"Up in X3H",2.509,-4.66345197481125,0.00080111207169087,17.38,3,0.00309411235521859,0.00036101201056618,0.00173808630310829
"NUP210","Nuclear pore membrane glycoprotein 210",0.19,"Non-significant",2.509,4.66434472124995,0.00079999455797293,20.31,44,0.00309411235521859,0.00374600349972843,0.0111494480421998
"UBA7","Ubiquitin-like modifier-activating enzyme 7",0.95,"Up in X5H",2.509,4.66366170173191,0.00080084939342215,15.13,4,0.00309411235521859,0.00123436154217345,0.00456407465183951
"FRRS1","Ferric-chelate reductase 1",0.49,"Up in X5H",2.509,4.6620621372982,0.000802855116327562,19.54,3,0.0030988217373191,0.000339802150260447,0.00166028845837413
"ILKAP","Integrin-linked kinase-associated serine/threonine phosphatase 2C",-0.33,"Non-significant",2.509,-4.66153979010729,0.000803511247065599,18.29,8,0.00309933249601509,0.00129653325021607,0.00475020881828389
"ECPAS","Proteasome adapter and scaffold protein ECM29",-0.23,"Non-significant",2.503,-4.6527097641199,0.000814689053351997,18.27,36,0.00314040073529887,0.00285103189666441,0.00897316794285284
"HEBP1","Heme-binding protein 1",0.19,"Non-significant",2.502,4.65153084778798,0.00081619382370916,18.86,8,0.00314415290031712,0.00100480274432684,0.00386819638138054
"ACTR3","Actin-related protein 3;Actin-related protein 3",-0.52,"Up in X3H",2.5,-4.64781338720313,0.00082095807015352,20.33,2,0.00316044821151488,0.00010615125438894,0.000681233158589326
"ARHGAP1","Rho GTPase-activating protein 1",0.27,"Non-significant",2.499,4.64487699847986,0.000824742089173046,19.62,15,0.00317295119742322,0.00209212743819629,0.00695456070326261
"FAM98A","Protein FAM98B;Protein FAM98A",-0.23,"Non-significant",2.498,-4.64384427118263,0.000826077307504632,18.52,9,0.00317396066786033,0.00142909106004348,0.00513102657905173
"RIOK3","Serine/threonine-protein kinase RIO3",-1.13,"Up in X3H",2.498,-4.64401653756864,0.000825854424701656,15.67,2,0.00317396066786033,0.00101769657078948,0.0039102016943905
"NCBP1","Nuclear cap-binding protein subunit 1",-0.25,"Non-significant",2.497,-4.64085266874179,0.000829958080578141,18.93,13,0.00318680205242106,0.0020411118604369,0.00683428353608326
"MED8","Mediator of RNA polymerase II transcription subunit 8",1.69,"Up in X5H",2.491,4.63202732333286,0.000841519225224313,15.04,2,0.00322909809056567,0.00130156903616985,0.00476570791275805
"FER","Tyrosine-protein kinase Fer",0.36,"Non-significant",2.491,4.63136967558809,0.000842387528273331,17.43,9,0.00323033506467485,0.00150777761841234,0.00536794233943793
"HOOK1","Protein Hook homolog 1",0.53,"Up in X5H",2.489,4.62851928473601,0.000846161908449364,16.42,5,0.00324270726184902,0.00110464615778972,0.00417159018955168
"PDHB","Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",-0.18,"Non-significant",2.486,-4.62363116027859,0.000852676251528721,21,14,0.00326555688045012,0.0028715555454105,0.00901241939158725
"TMEM62","Transmembrane protein 62",0.67,"Up in X5H",2.484,4.62093920023874,0.000856286409260094,16.82,6,0.00327726176170244,0.0013899054568358,0.00501399605186627
"DDB1","DNA damage-binding protein 1",-0.13,"Non-significant",2.484,-4.61945595939507,0.000858282466827683,20.82,37,0.00328071518823346,0.00782975073222691,0.0200730654603928
"TTR","Transthyretin",0.62,"Up in X5H",2.484,4.61944470147461,0.0008582976358603,16.1,6,0.00328071518823346,0.00136407210625282,0.00494559721366297
"HYOU1","Hypoxia up-regulated protein 1",-0.12,"Non-significant",2.482,-4.61664764034906,0.000862075218165652,22.04,50,0.00329232571125939,0.00950566346530298,0.0235334772904593
"SIPA1L1","Signal-induced proliferation-associated 1-like protein 1",-1.72,"Up in X3H",2.482,-4.61637231689108,0.000862448006160563,13.53,2,0.00329232571125939,0.0013415889560392,0.00487903002635768
"SUPT6H","Transcription elongation factor SPT6",-0.21,"Non-significant",2.482,-4.61474690298251,0.000864652291429983,18.57,24,0.00329861225557138,0.00310723076875931,0.0096158391520653
"CBX5","Chromobox protein homolog 5;Chromobox protein homolog 5;Chromobox protein homolog 3",-0.49,"Up in X3H",2.48,-4.61136291007494,0.000869260575680377,19.96,2,0.00331405594478144,7.04016666162826e-05,0.000511431715393381
"POLR1C","DNA-directed RNA polymerases I and III subunit RPAC1",-0.18,"Non-significant",2.478,-4.60857910029317,0.000873070994290638,19.01,10,0.00332643984109318,0.00185050233543191,0.00632183736648417
"RTF2","Replication termination factor 2",-0.34,"Non-significant",2.478,-4.6081605552772,0.000873645414316479,17.67,4,0.00332648643276101,0.00028220491551103,0.00143577513764296
"ATP5F1C","ATP synthase subunit gamma, mitochondrial",-0.2,"Non-significant",2.476,-4.6046423237592,0.000878489726284157,21.68,10,0.00334278052117258,0.00180194653423915,0.00618971387549849
"DGAT1","Diacylglycerol O-acyltransferase 1",0.32,"Non-significant",2.475,4.60365886299122,0.000879848940032262,18.39,6,0.00334580088571394,0.000932790925669686,0.00365093325434026
"CD320","CD320 antigen",-1.14,"Up in X3H",2.471,-4.5959971445965,0.000890514379001775,16.27,4,0.00338418341718272,0.00144138321586927,0.00516888756866575
"PSME3IP1","PSME3-interacting protein",-0.44,"Up in X3H",2.47,-4.5948020273205,0.000892190310622498,17.57,3,0.00338837616685066,0.000248499460874502,0.0013104913636314
"POLR1F","DNA-directed RNA polymerase I subunit RPA43",-0.31,"Non-significant",2.469,-4.59277228644461,0.000895044288090163,17.2,4,0.00339703467134669,0.000158040780523433,0.000929549998366953
"COQ5","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",0.22,"Non-significant",2.467,4.5892508716916,0.000900018583812125,17.19,11,0.00341372433360022,0.00200948949650472,0.00675193035253745
"RPL14","60S ribosomal protein L14",-0.28,"Non-significant",2.466,-4.58790181297367,0.000901931973239673,22.46,5,0.00341879018940368,0.000394654110201415,0.00185773140020825
"FOXRED2","FAD-dependent oxidoreductase domain-containing protein 2",-0.97,"Up in X3H",2.466,-4.58686093799775,0.00090341119786508,16.49,2,0.00342057832362165,0.000961524887666371,0.00373071656414552
"TBC1D5","TBC1 domain family member 5",-0.44,"Up in X3H",2.466,-4.58675640248774,0.00090355989856695,16.56,7,0.00342057832362165,0.00142361817708884,0.00511758733525802
"ERG28","Ergosterol biosynthetic protein 28 homolog",0.4,"Up in X5H",2.466,4.58572436636888,0.000905029347928526,21.06,3,0.0034217627167368,0.000148030331768861,0.000891043207605649
"HSD17B1","17-beta-hydroxysteroid dehydrogenase type 1",-2.88,"Up in X3H",2.466,-4.58579329814224,0.00090493112181012,16.69,1,0.0034217627167368,0.00150028620783916,0.00534770692276164
"ASPSCR1","Tether containing UBX domain for GLUT4",-0.18,"Non-significant",2.464,-4.58313364109836,0.000908729247493089,19.07,18,0.00343355744407191,0.00347666252282478,0.0104795782718055
"CS","Citrate synthase, mitochondrial",-0.15,"Non-significant",2.464,-4.58238106318121,0.0009098070209604,22.83,18,0.00343543595598129,0.00468915576590167,0.013352134103388
"ROBO1","Roundabout homolog 1",-0.81,"Up in X3H",2.46,-4.57566059646399,0.000919491537674924,15.61,6,0.00346979045180008,0.00154422764572174,0.00546871952400201
"OSGEPL1","Probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial",0.5,"Up in X5H",2.458,4.57204962090823,0.000924740042187266,17.08,2,0.00348737210300959,9.67026491294101e-05,0.000634356513191485
"EIF2D","Eukaryotic translation initiation factor 2D",-0.37,"Non-significant",2.457,-4.57032032759344,0.000927264742891256,17.47,12,0.00349142778278624,0.00186552779061782,0.00636383276990047
"IMPA1","Inositol monophosphatase 1",0.25,"Non-significant",2.457,4.57010085739193,0.000927585681010642,18.84,10,0.00349142778278624,0.00180950205454073,0.00621045455726073
"UNC45A","Protein unc-45 homolog A",-0.21,"Non-significant",2.457,-4.57077826675222,0.000926595461761621,18.47,21,0.00349142778278624,0.0031374770165991,0.00967906752201088
"NDUFAF2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2",-0.21,"Non-significant",2.455,-4.56726678661823,0.000931740585902266,19.58,11,0.00350483728339714,0.00213244580117847,0.00706477144768927
"BAZ1A","Bromodomain adjacent to zinc finger domain protein 1A",-0.61,"Up in X3H",2.455,-4.56657591812077,0.000932756414064399,23.92,5,0.00350642928971985,0.00132977614444006,0.0048420218133242
"STX5","Syntaxin-5",-0.49,"Up in X3H",2.455,-4.56607429877954,0.000933494709940933,18.44,8,0.00350697663410825,0.00160200525401261,0.00561223510242309
"NDUFAB1","Acyl carrier protein, mitochondrial (Fragment)",-0.57,"Up in X3H",2.454,-4.56461609875392,0.000935644431817418,19.85,1,0.0035128224004211,1.86262883016031e-05,0.000200472898303461
"DCAF8","DDB1- and CUL4-associated factor 8",-0.26,"Non-significant",2.454,-4.56328429943389,0.000937612378067951,18.84,9,0.00351574932891512,0.00163010424635385,0.00569718064127334
"TMEM94","Transmembrane protein 94",1.13,"Up in X5H",2.454,4.56345541549568,0.000937359282209525,15.02,3,0.00351574932891512,0.00137228109053707,0.00496319511779208
"ST6GAL1","Beta-galactoside alpha-2,6-sialyltransferase 1",0.41,"Up in X5H",2.452,4.55928346014735,0.000943550589757899,18.11,7,0.00353577507257599,0.00145149543894768,0.00520199788749452
"EIF1AY","Eukaryotic translation initiation factor 1A, Y-chromosomal",-0.37,"Non-significant",2.449,-4.55456222255182,0.000950609168505921,19.39,8,0.00355997117091743,0.00156688861978008,0.00553099879384457
"CD58","Lymphocyte function-associated antigen 3",-0.63,"Up in X3H",2.444,-4.54693051814531,0.000962137250836773,16.77,1,0.00360086408172118,7.93257290059543e-05,0.000554156243834984
"OSBPL8","Oxysterol-binding protein-related protein 8",-0.35,"Non-significant",2.443,-4.5462867082765,0.000963116486666617,17.92,14,0.00360225047509884,0.0020458305548768,0.00683437482134114
"SEC13","Protein SEC13 homolog",-0.26,"Non-significant",2.443,-4.54548570853101,0.000964336277656042,20.25,7,0.00360453427346229,0.00115042927486399,0.00430555978454791
"MEAF6","Chromatin modification-related protein MEAF6",-0.69,"Up in X3H",2.442,-4.54392838748188,0.000966712492050191,17.88,3,0.00361113498450819,0.000947549498739188,0.00369344557578378
"EDEM2","ER degradation-enhancing alpha-mannosidase-like protein 2",0.58,"Up in X5H",2.442,4.54230449146245,0.000969196873340259,16.32,3,0.00361813116691124,0.000713068909321054,0.00296294152840778
"EPS8L3","Epidermal growth factor receptor kinase substrate 8-like protein 3",0.5,"Up in X5H",2.441,4.54131906073524,0.000970707758661572,16.75,9,0.00362148663808356,0.00173350068694988,0.00599831787408331
"SLC12A7","Solute carrier family 12 member 7",0.35,"Non-significant",2.441,4.54081781459573,0.000971477234740876,17.69,8,0.00362207359669928,0.00157958245251394,0.0055600174726502
"CMTM3","CKLF-like MARVEL transmembrane domain-containing protein 3",1.62,"Up in X5H",2.435,4.5311689006471,0.000986415708684716,14.76,1,0.00367545450144047,0.00132593969847832,0.00483698224161297
"C1D","Nuclear nucleic acid-binding protein C1D",-0.66,"Up in X3H",2.425,-4.51603386900081,0.00101033821615265,18.88,1,0.00376222229387993,0.000146950181018143,0.000885442180330296
"NOL8","Nucleolar protein 8",-0.36,"Non-significant",2.422,-4.51259666123755,0.00101585592219579,16.77,7,0.00378038961737893,0.00147331012902495,0.00526283313402114
"UQCRH","Cytochrome b-c1 complex subunit 6, mitochondrial",-0.35,"Non-significant",2.422,-4.51161720643175,0.00101743404323509,19.29,5,0.00378388261082465,0.000824954035607028,0.00330484294427
"BUD13","BUD13 homolog",-0.7,"Up in X3H",2.422,-4.5107249563593,0.0010188739096134,16.1,5,0.00378685736380809,0.00154064484705239,0.00546195060515818
"CAVIN2","Caveolae-associated protein 2",-1.37,"Up in X3H",2.417,-4.5037937878409,0.00103013255334496,14.3,2,0.00382629900699445,0.0014540776278911,0.00520809765389323
"ATP5PO","ATP synthase subunit O, mitochondrial",-0.13,"Non-significant",2.416,-4.50176880917932,0.0010334465469571,22.19,12,0.0038362002624499,0.00369592120948743,0.0110392558286406
"QTRT1","Queuine tRNA-ribosyltransferase catalytic subunit 1",-0.38,"Up in X3H",2.416,-4.50073414954453,0.00103514416670443,18.29,5,0.00384009281152986,0.000980693599708891,0.00379513670992643
"ZNF451","E3 SUMO-protein ligase ZNF451",-0.86,"Up in X3H",2.416,-4.50030383400724,0.00103585107373346,15.19,2,0.00384030752085267,0.000949862978264647,0.00369629149254564
"ILK","Integrin-linked protein kinase",-0.64,"Up in X3H",2.413,-4.49649220464701,0.00104213496232476,17.32,3,0.00386118507957146,0.000934659256545367,0.0036528261697351
"PSMB1","Proteasome subunit beta type-1",-0.22,"Non-significant",2.408,-4.48916478028432,0.00105432825374539,21.88,12,0.00390391757034512,0.00251824848243844,0.00811130989144706
"CHCHD1","Coiled-coil-helix-coiled-coil-helix domain-containing protein 1",-0.43,"Up in X3H",2.408,-4.48866837578224,0.00105515972624986,17.88,4,0.00390455290820541,0.000787057224299235,0.00318319726327996
"NDUFA13","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13",0.19,"Non-significant",2.406,4.48420829249443,0.00106266141762218,20.98,8,0.00392985475504402,0.00130366880656517,0.00476749587666631
"NIPSNAP3A","Protein NipSnap homolog 3A",0.39,"Up in X5H",2.404,4.48157409289266,0.00106711844632885,17.39,5,0.00394387248402735,0.00104440544797966,0.00398179577042246
"STX18","Syntaxin-18",-0.48,"Up in X3H",2.403,-4.4796173876143,0.00107044192367883,17.63,7,0.0039536859315903,0.00170560618952284,0.00591910370874289
"MLYCD","Malonyl-CoA decarboxylase, mitochondrial",0.41,"Up in X5H",2.401,4.47598507413957,0.00107664040711346,17.86,13,0.00397409936923914,0.00213367626042839,0.00706489224004186
"SDHB","Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",0.2,"Non-significant",2.4,4.47408724436325,0.00107989406703118,21.23,8,0.00398362418617426,0.00137504212848899,0.00497014311195441
"MRPS5","28S ribosomal protein S5, mitochondrial",-0.34,"Non-significant",2.399,-4.47217765489192,0.00108317835523479,19.26,13,0.00399325004855093,0.00223559855733492,0.00736937975696419
"HNRNPDL","Heterogeneous nuclear ribonucleoprotein D-like;Heterogeneous nuclear ribonucleoprotein D-like;Heterogeneous nuclear ribonucleoprotein D-like;Heterogeneous nuclear ribonucleoprotein D0",-0.82,"Up in X3H",2.398,-4.47042980943428,0.0010861936943203,21.57,2,0.00400187303193848,0.00093585823587916,0.00365509780970098
"FAM210A","Protein FAM210A",0.44,"Up in X5H",2.398,4.46974353428716,0.00108738005782415,19.53,2,0.00400375096586526,2.6838151622813e-05,0.000256544980859749
"ATF7","Cyclic AMP-dependent transcription factor ATF-7",-1.16,"Up in X3H",2.397,-4.46830940107506,0.00108986365642978,14.86,1,0.00400898342501082,0.00108829278230439,0.00411991579839738
"UQCR11","Cytochrome b-c1 complex subunit 10",-0.5,"Up in X3H",2.397,-4.46814069184267,0.0010901562161302,17.91,2,0.00400898342501082,0.000139691865487832,0.000846881934519979
"NBAS","Neuroblastoma-amplified sequence",0.23,"Non-significant",2.395,4.46444833595594,0.00109657993439585,19.11,30,0.00402904811344135,0.00344156662540699,0.0104041855767524
"OPA3","Optic atrophy 3 protein",1.44,"Up in X5H",2.395,4.46422243887361,0.0010969742286216,16.61,2,0.00402904811344135,0.00158420704918159,0.00557298044590219
"OBSL1","Obscurin-like protein 1",-0.73,"Up in X3H",2.395,-4.46352581060877,0.0010981911066607,15.91,9,0.00402982744168752,0.0019509887803732,0.00659657177912471
"TM9SF3","Transmembrane 9 superfamily member 3",-0.3,"Non-significant",2.395,-4.46332134937663,0.00109854853193206,20.1,13,0.00402982744168752,0.00236441508088179,0.0077038788731154
"COG3","Conserved oligomeric Golgi complex subunit 3",0.22,"Non-significant",2.393,4.45988385601953,0.00110457612540794,17.69,22,0.004046354423208,0.00341964155039063,0.0103657884496216
"RREB1","Ras-responsive element-binding protein 1",-0.4,"Up in X3H",2.393,-4.46025393914314,0.00110392551847552,16.65,6,0.004046354423208,0.00143621682141274,0.00515348388859867
"SLC25A33","Solute carrier family 25 member 33",-0.54,"Up in X3H",2.393,-4.45958295032439,0.00110510541624204,17.3,3,0.004046354423208,0.000700198539924107,0.0029217734560867
"COPA","Coatomer subunit alpha",-0.19,"Non-significant",2.391,-4.45674674035794,0.00111010744589934,21.24,60,0.00406215569411651,0.00477118486695379,0.0135336053968195
"COL6A3","Collagen alpha-3(VI) chain",0.41,"Up in X5H",2.39,4.45478322430457,0.00111358434339156,16.28,12,0.00407236004934973,0.00215372128446266,0.0071193122012098
"TRMT5","tRNA (guanine(37)-N1)-methyltransferase",0.34,"Non-significant",2.387,4.44998362268928,0.00112213165774186,18,8,0.00410108277878851,0.00179370142435875,0.00618492501627664
"NOTUM","Palmitoleoyl-protein carboxylesterase NOTUM",0.35,"Non-significant",2.386,4.44750310691822,0.00112657613596703,19.33,10,0.00411224614220662,0.00207670690838082,0.00691106567879038
